"gene_name"	"tot_umis"
"AGOS_AER187W;CPHSC70-2;HSC70;HSC70-4;HSC70.II;HSP68;HSP70;HSPA1A.S;HSPA1L.S;HSPA8.L;HSPA8B;LOC100305036;LOC101210925;LOC103180319;LOC106103682;LOC733093;SSA1;SSA2"	261
"AGOS_AER294C;ENO;ENO101;ENOL-1;ERR1;ERR2;ERR3;GM20491;LOC100383381;LOC100502326;LOC100789125;LOC106115677;LOC107776643"	6
"AGOS_AER296W;LOC100499756;LOC692836;PAS-5;PROSALPHA5;PUP2"	35
"AGOS_AER315C;RPS1801;RPS1802;RPS18A;RPS18B;RPS18P9"	5314
"AGOS_AER319W;LOC102577445"	0
"AGOS_AER327C;ECU10_0530;LOC100284406;UNG-1;UNG.L;UNGA"	104
"AGOS_AER359W"	4
"AGOS_AER367C;AT3G07110;AT3G24830;F17N18.60; F17N18_60;GM11478;K24G6.9; K24G6_9;LOC100191912;LOC100283655;LOC100499978;LOC100527190;LOC100813340;LOC102584826;LOC106110925;LOC106126699;LOC107871272;RL13A;RPL13A.L;RPL13AP17;RPL13AP20;RPL13AP3;RPL13AP5;RPL13AP6;RPL1601;RPL1602;RPL16A;RPL16B"	56522
"AGOS_AER396W;APG8A;ATG8;ATG8A;ATG8B;ATG8C;ATG8D;ATG8E;ATG8F;ATG8G;ATG8I;GABARAPL3;GRL1;LGG-1;LOC100240694;LOC100240695;LOC100240696;LOC100240697;LOC100240698;LOC100305892;LOC100499835;LOC100500023;LOC100500165;LOC100736469;LOC100818620;LOC101494064;LOC103427829;LOC105008592;LOC105019048;ZGC:92606"	2916
"AGOS_AER408W;CG7483;EIF4A-III;EIF4A1B;EIF4A2.L;EIF4A3;EIF4A3.1;EIF4A3.1.S;EIF4A3L1;F11M15.24; F11M15_24;F28P22.8; F28P22_8;F33D11.10;F57B9.3;FAL1;IF4A;IF4A3;INF-1;LINC00888;LOC106099618;LOC106101092;LOC106118214;LOC106120253;LOC107787142;LOC107814763;LOC107821770;LOC742589;SPAC1006.07;SPAC1F5.10;TIF1;TIF2;Y65B4A.6"	4221
"AGOS_AFL035C;F13K23.22; F13K23_22;F24J13.17; F24J13_17;LOC100274530;LOC100285257;LOC100286357;LOC100305936;LOC100360619;LOC100527293;LOC100527895;LOC100533291;LOC100798197;LOC100817971;LOC102586268;LOC105387197;RL28;RLA-1;RPL27A.L;RPL27AB;RPL28;RPL28.L;RPL28.S;RPL2801;RPL2802;Y37E3.8"	208677
"AGOS_AFL039C"	0
"AGOS_AFL050W;CBC2;CBP20;F26A3.1;LOC100160944;LOC100163642;LOC100190722;LOC100280855;LOC105388552;LOC106117036;LOC107820230;LOC422214;NCBP-2;NCBP2L"	1044
"AGOS_AFL088W;LOC100160205;LOC100190621;LOC100284267;LOC100305979;NRPB9A;NRPB9B;RPB-9;RPII15"	43943
"AGOS_AFL099W"	0
"AGOS_AFL104W;C43E11.9;CG7006;DL3925W; FCAALL.377;LOC100527285;SPCC320.11C"	56
"AGOS_AFL114W;SAR1"	0
"AGOS_AFL116W;LOC100163341;LOC100192963;LOC100272335;LOC100305550;LOC100499715;LOC100502186;LOC100527763;LOC105016832;LOC105390433;LOC106111037;LOC106118203;MWD9.24; MWD9_24;PGY1;RL10A;RPL102;RPL10AA;RPL1A;RPL1B;T27G7.6; T27G7_6"	15146
"AGOS_AFL148C;C47E8.11;CR88;GM13498;GP93;GP96;HS90A;HSC80;HSC82;HSP-90;HSP81-2;HSP81-3;HSP81.4;HSP82;HSP83;HSP90;HSP90-1;HSP90-2;HSP90.1;HSP90A1;HSP90AA1.1;HSP90AA1.2;HSP90AB1.S;HSP90AB4P;HSP90BB;LOC100194422;LOC100196928;LOC100272368;LOC100279926;LOC100279992;LOC100285108;LOC100384473;LOC100384478;LOC101448670;LOC102577431;LOC103402763;LOC105345989;LOC106111341;LOC107769068;LOC107770659;LOC107816676;LOC107926191;LOC656270;SHD"	267972
"AGOS_AFL221C;CG7878;LOC100193011;MDC12.8; MDC12_8;STRS1;T15N1.100; T15N1_100;Y54G11A.3"	293
"AGOS_AFL223W;CB5-A;CB5-A2;CB5-C;CB5-D;CB5-E;CG3566;CYB5;CYB5A;CYB5B;CYT-B5;CYTB-5.1;LOC100216924;LOC100219971;LOC100305929;LOC100306380;LOC100381910;LOC100383035;LOC100500611;LOC100788796;LOC101712938;LOC101896437;LOC102119972;LOC103627487;LOC105648199;LOC106108143;OCA8"	83
"AGOS_AFR003C;EEF-1B.1;EEF1B2.L;EEF1BB;EEF1BETA;EEF1D;EEF1D.L;EEF1D.S;EEF1DB;EF1B;EF1BETA;EFB1;LOC100165226;LOC100169246;LOC100499878;LOC101498149;LOC102593072;LOC103515208;LOC105390789;LOC106110902;LOC106126800;T20D1.30; T20D1_30;TEF5;U520"	143754
"AGOS_AFR034W;API2; APICULATA 2; FCAALL.124; RPL36A B;;ECU10_1300;LOC100280597;LOC100305488;LOC101458378;LOC102604878;LOC103633242;LOC105393494;LOC106111550;LOC106127790;RPL36A;RPL36A A; RPL36AA;RPL42;RPL42A;RPL42B"	1540
"AGOS_AFR124W;AP19;AP1S2.S;APS1;F23E12.30; F23E12_30;LOC100166710;LOC100281970;LOC100285461;LOC100306122;LOC100499666;LOC653653;VAS2"	210
"AGOS_AFR179C;NCL1;NSUN2.S;SPAC17D4.04"	675
"AGOS_AFR183C;GDI;GDI-1;GDI1.S;GDIB;LOC100273017;LOC100283772;LOC100284832;LOC100501867;LOC100810943;LOC102586912;LOC103866767;LOC106123537;LOC106396076;LOC106396325;ZGC:112334"	6820
"AGOS_AFR194W;GM6654;LOC100527516;LOC105395368;LOC106105097;LOC106125597;LOC112293001;RPS26.L;RPS2601;RPS2602;RPS26L;RPS26P11;RS26;T2P4.14; T2P4_14;T5P19.4"	185165
"AGOS_AFR195W;ATB BETA;B ALPHA;LOC100191387;LOC100191991;LOC100193694;LOC100383125;LOC106451641;PPP2R2CA;PPP2R2D;SUR-6"	762
"AGOS_AFR199C;ARCA1;ARCA2;ATARCA;CPC2;LOC100163081;LOC100197367;LOC100216946;LOC100280585;LOC100778205;LOC102606370;LOC105193280;LOC105394538;LOC106105148;LOC106126742;LOC107763849;LOC107862198;LOC547868;RACK-1;RACK1B_AT;RACK1C_AT"	274857
"AGOS_AFR214C;DL4385C; FCAALL.416;ECU11_1380I;LOC100281990;LOC100282218;LOC100284016;LOC100284349;LOC100305473;LOC100306052;LOC100810310;LOC103518561;LOC105382446;LOC106102706;LOC106113498;LOC112285779;LOC11441811;RL15;RPL1502;RPL15A;RPL15B;ZGC:153668"	2854
"AGOS_AFR360W"	0
"AGOS_AFR390C;L(1)G0004;LOC100160516;LOC100274503;LOC100283335;LOC100788055;LOC106113066;PNO-1;PNO1.L"	9
"AGOS_AFR394W;ECU08_1970;ECU10_0130;LOC100278786;LOC102577768;LOC106121729;LOC732870;PRS6B;PSMC4.L;RPT3"	278
"AGOS_AFR413C;AT3G22230;DL3545W; FCAALL.99;LOC100193258;LOC100283858;LOC100527246;LOC100799485;LOC103505456;LOC105393729;LOC106119660;RGD1561870;RPL2701;RPL2702;RPL27B"	5552
"AGOS_AFR441C;ALPHATUB67C;ALPHATUB84B;ALPHATUB84D;ALPHATUB85E;CG7794;ECU07_1190;F26E4.20;LBP-3;LOC100037751;LOC100373009;LOC100381303;LOC100533260;LOC102577521;LOC103189263;LOC105030354;LOC105167662;LOC106111392;LOC106123140;LOC106557476;LOC107773558;LOC107902033;LOC107905189;LOC107939551;LOC107955533;LOC107973630;LOC542395;TBA;TBA-1;TBA-4;TBA1A;TUA1;TUA2;TUA3;TUA4;TUA5;TUA6;TUB3;TUBA1A;TUBA1C;TUBA3A;TUBA3B;TUBA3C;TUBA3D;TUBA3E;TUBA3FP;TUBA5;TUBA7L;TUBA8.L;TUBA8L2;TUBA8L3;Y19D2B.1"	10818
"AGOS_AFR477C;LOC105382338;LOC106103797;LOC106116045;RPL-24.1;RPL2401;RPL2402;RPL24A;RPL24B"	44794
"AGOS_AFR478W"	1472
"AGOS_AFR491W;LOC100192699;LOC100217123;LOC100382512;STT-3;STT3"	3687
"AGOS_AFR640W;CARS;CARS-1;CARS1;CARS1.S;CRS1;CYSRS;ECU08_0490;SPAC29E6.06C;SYCC"	4789
"AGOS_AFR688C;F19K6.12; F19K6_12;F9L1.46; F9L1_46;LOC100190109;LOC100284994;LOC100306503;LOC100533258;LOC101508900;LOC103157007;LOC105014087;LOC106105465;LOC106125125;LOC9267955;RL37;RPL3702;RPL3703;RPL37B;W01D2.1"	520677
"AGOS_AGL071CA"	4
"AGOS_AGL082W;D1005.2;ECU03_0280;K08E3.5;LOC100160720;LOC100191463;LOC100191846;LOC100382295;LOC102577726;LOC103496813;LOC107895238;LOC107912877;LOC107916979;SPCC1322.04;UGP;UGP1;UGP2.S;UGP2B"	1119
"AGOS_AGL092W;CCT-1;CCT1;LOC100272316;LOC100283716;LOC103425645;TCP-1"	11020
"AGOS_AGL121W;CCT-6;CCT-ZETA;CCT6;CCT6P1;CCT6P3;F16B3.16; F16B3_16;F1N13.210; F1N13_210;LOC100193477;LOC107860033;LOC692796"	40985
"AGOS_AGL128W;RPS31"	202
"AGOS_AGL138C;LOC100191520;LOC103176704;LOC106123923;MPPB-1;PMPCB.L;PMPCB.S;UQCRC1;UQCRC1.L"	7798
"AGOS_AGL272C;ATP-1;ATP1;ATP5A1Z;ATP5F1A;ATP5F1A.L;ATP5F1A.S;ATP5FA1;BLW;CIATPSYNA;LOC373382;T18C6.2; T18C6_2"	164696
"AGOS_AGL281C"	0
"AGOS_AGL288W"	6
"AGOS_AGR029W"	0
"AGOS_AGR036W;CG5220;CG7009;F7J8.210; F7J8_210;FTSJ1.S;LOC100285845;LOC100571903;LOC100807592;LOC732894;R74.7;SPAC4F10.03C"	8
"AGOS_AGR122C;LOC107784553;PABPC2;PABPC6"	106
"AGOS_AGR138W"	0
"AGOS_AGR183C;ANO9A;AT3G09480;H2B;H2B-1;H2B-3;H2B-L;H2BC1;H2BC17;H2BC20P;H2BC22;H2BC3;H2BU1;H2BU1-PS;H2BU2;HIS-11;HIS-15;HIS-20;HIS-22;HIS-29;HIS-34;HIS-4;HIS-44;HIS-48;HIS-52;HIS-54;HIS-58;HIS-62;HIS-66;HIS-8;HIST1H2B5;HIST1H2B7;HIST1H2B8;HIST1H2BO;HIST2H2L;HIST3H2BA;HTB1;HTB11;HTB9;LOC100192792;LOC100273030;LOC100274242;LOC100305731;LOC100305866;LOC100501306;LOC100806140;LOC100817849;LOC101502541;LOC103639304;LOC105027228;LOC111828532;LOC373347;LOC373349;LOC373351;LOC589998;SI:DKEY-23A13.22;T22P11.160; T22P11_160;ZGC:112234;ZGC:114046;ZGC:173585;ZGC:173587;ZGC:194989;ZGC:92591"	18
"AGOS_AGR194W;ECU05_0800;F14N23.18; F14N23_18;GTPBP4;GTPBP4.L;LOC100273647;NOG-1;NOG1;NON1"	8778
"AGOS_AGR258C;AT3G16040;CG13364;F49C12.11;F9L1.21; F9L1_21;LOC100276034;LOC100303964;LOC100305830;LOC100499967;TMA7;TMA7-PS"	1593
"AGOS_AGR277W;LOC100036587;LOC100163556;LOC100193568;LOC100500203;SMD2;SNR-4;SNRPD2P2"	9039
"AGOS_AGR333C;DDX18.L;LOC100501728;PIT"	397
"AGOS_AGR335C;CAT-4;FOL2;LOC100164133;LOC100270770;PU;SPAC17A5.13"	97
"AGOS_AGR354W;LOC100284497;NOLA3;NOP10;NOP10.S"	30799
"AGOS_AGR375W;ECU02_0880;F5O24.180; F5O24_180;GM15501;LOC100193830;LOC100500112;LOC100813170;LOC102577526;LOC102577693;LOC103652149;LOC103653264;LOC103654822;LOC103654829;LOC105381093;LOC297756;LOC542341;MNC17.7; MNC17_7;RPS-8;RPS801;RPS802;RPS8A;RPS8B;RS8"	5776
"AGOS_AGR395W;CG45100;CLR6;HDA-2;HDA-3;HDA17;HDA3;HDA6;HDA7;HDA9;HDAC2;HDAC2.S;HOS2;LOC101448007;LOC541953;RPD3"	85397
"AGPAT1"	46306
"AGPAT4"	8100
"AGPAT5"	34072
"AGPS"	32815
"AGR2"	0
"AGR3"	754
"AGRN"	239
"AGRP"	46
"AGT"	732
"AGTPBP1"	5404
"AGTR1"	1053
"AGTR2"	4
"AGTRAP"	429
"AGXT"	19
"AGXT2"	113
"AHCTF1"	47510
"AHCY"	73682
"AHCYL1"	33663
"AHCYL2"	12884
"AHDC1"	8242
"AHI1"	18235
"AHNAK"	31250
"AHNAK2"	167
"AHR"	487
"AHR2A;AHR2B;LOC100135875"	0
"AHRR"	2
"AHSA1"	158172
"AHSA1.L;AHSA1.S;AHSA1A;AHSA1B"	20
"AHSA2"	13243
"AHSG"	3
"AHSP"	19336
"AI197445"	1
"AI413582"	86
"AI854703;LOC728743;RGD1559747"	91
"AICDA"	48
"AIDA"	40679
"AIDA.L"	917
"AIDA.S"	0
"AIF1"	3594
"AIF1L"	28437
"AIFM1"	29570
"AIFM2"	5204
"AIFM2.S;MIR10390"	342244
"AIFM3"	58
"AIG1"	4266
"AIM1"	4785
"AIM1L"	561
"AIM2"	0
"AIMP1"	151165
"AIMP1A"	0
"AIMP2"	109013
"AIP"	0
"AIPL1"	4
"AJAP1"	0
"AJUBA"	40326
"AK1"	3184
"AK2"	90660
"AK3"	2310
"AK4"	126331
"AK5"	1307
"AK6"	25712
"AK7"	588
"AK8"	3
"AK9"	805
"AKAIN1"	3
"AKAP1"	22163
"AKAP10"	6465
"AKAP11"	9460
"AKAP12"	102890
"AKAP13"	19670
"AKAP14"	206
"AKAP17B"	287
"AKAP2"	66615
"AKAP3"	210
"AKAP5"	457
"AKAP6"	706
"AKAP7"	1224
"AKAP7.2;AKAP7.2.L"	4
"AKAP8"	31894
"AKAP8L"	17267
"AKAP9"	8986
"AKIP1"	9871
"AKIRIN1"	2186
"AKIRIN1.L;AKIRIN1.S;GM6623;LOC100379100;LOC100379101;LOC100379107;LOC100499583;LOC100499584;LOC100499585;LOC100499586;LOC100862827;LOC105337046;LOC106619530;YAE1"	14973
"AKIRIN2"	38285
"AKNA"	3072
"AKNAD1"	265
"AKP3;ALP1;ALP10;ALP3;ALP6;ALPG;ALPI;ALPI.1;ALPI.2;ALPI.2.L;ALPL.L;ALPM;ALPP;ALPPL2;ALPS;CIAP;LOC100125266;PHU;PPB"	231
"AKR1B1"	130689
"AKR1B10"	14985
"AKR1B15;AKR1E2"	293
"AKR1C1L"	0
"AKR1C5"	48
"AKR1D1"	0
"AKR1D1.L;AKR1D1.S"	0
"AKT1;AKT2.L"	0
"AKT2"	9834
"AKT3"	15145
"AKTIP"	18594
"ALAD"	30722
"ALAS1"	21720
"ALAS2"	19814
"ALB"	4
"ALCAM"	4314
"ALCAM.L;ALCAM.S"	27
"ALD2;ALDC;ALDO-2;ALDOART2;ALF1;FBA1;FBA2;FBA3;FBA4;FBA6;FBA7;FBA8;LOC100272913;LOC100274515;LOC100286050;LOC100775844;LOC100778363;LOC100783089;LOC100786504;LOC102577667;LOC102577738;LOC102577842;LOC102577880;LOC106108547;LOC107913527;LOC108479225;LOC542261;LOC548623;LOC778467;PDE345"	329
"ALDH16A1"	14257
"ALDH18A1"	38795
"ALDH1A1"	672
"ALDH1A2"	59325
"ALDH1A3"	10
"ALDH1B1"	10
"ALDH1L1"	8568
"ALDH1L2"	672
"ALDH2"	31560
"ALDH2B5;ALDH2B8;LOC732806"	2
"ALDH2B6"	0
"ALDH3A2"	8135
"ALDH4A1"	21869
"ALDH5A1"	6468
"ALDH6A1"	18919
"ALDH7A1"	70825
"ALDH8A1"	55
"ALDH9A1"	38931
"ALDOA"	273997
"ALDOB"	14924
"ALDOC"	26531
"ALG1"	7145
"ALG10B"	78
"ALG11"	6245
"ALG12"	16828
"ALG13"	4317
"ALG13L;ALG13L.L;CG14512;ZGC:92907"	3214
"ALG14"	9449
"ALG14-AS1"	0
"ALG2"	6005
"ALG3"	39742
"ALG5"	45976
"ALG5.L;ALG5.S"	235
"ALG6"	12204
"ALG8"	21469
"ALG9"	11216
"ALIEN;CSN-2;FUS12;LOC100283498"	2002
"ALK"	160
"ALKBH1"	16822
"ALKBH2"	4214
"ALKBH3-AS1"	0
"ALKBH3.L"	1
"ALKBH4"	6
"ALKBH5"	1337
"ALKBH6"	13581
"ALKBH7"	15097
"ALKBH8"	5388
"ALLC"	15
"ALMS1"	10818
"ALOX12"	174
"ALOX12B"	1304
"ALOX15"	2252
"ALOX15B"	42
"ALOX5"	1200
"ALOX5AP"	448
"ALOXE3"	371
"ALPK1"	117
"ALPK2"	304
"ALPK3"	4029
"ALPL"	11895
"ALS2"	12342
"ALS2CL;LOC103349213"	29
"ALS2CR11"	22
"ALS2CR12"	3
"ALX1"	4841
"ALX3"	723
"ALX4"	70
"ALYREF;GM4301;GM4303;GM4305;GM4307;GM4312;GM4850"	7
"AMACR"	5621
"AMBN"	1
"AMBP"	2584
"AMBRA1"	5024
"AMD1"	50896
"AMD1.L;AMD2;DCAM;SAMDC"	41824
"AMD;DDC.L;LOC106099638;LOC106118250;LOC106719984;TDC2"	258
"AMDHD1"	413
"AMDHD2"	19662
"AMELX"	0
"AMER1"	22666
"AMER2"	1311
"AMER3"	610
"AMFR"	12553
"AMHR2"	2391
"AMIGO1"	1892
"AMIGO2"	1636
"AMIGO3"	6218
"AMMECR1"	9324
"AMMECR1L"	17171
"AMN1"	2473
"AMOT"	23984
"AMOTL1"	46783
"AMOTL2"	31502
"AMPD1"	12
"AMPD2"	17496
"AMPD3"	7095
"AMPD3B"	0
"AMPH"	0
"AMT"	37534
"AMTN"	0
"AMZ1"	37
"AMZ2"	22048
"AN1;LOC100168509;SAP5;ZFAND5.L;ZFAND5.S;ZFAND5A;ZFAND5B"	9052
"ANAPC1"	41281
"ANAPC10"	26004
"ANAPC11"	518
"ANAPC13"	79536
"ANAPC15"	3802
"ANAPC15.L;ANAPC15.S;HS020"	1400
"ANAPC16"	25825
"ANAPC4"	44465
"ANAPC5"	121481
"ANAPC7"	30300
"ANCV1R;GM51263"	2
"ANG;RNASE4"	1054
"ANGEL1"	4044
"ANGEL2"	14144
"ANGPT1"	2133
"ANGPT2"	2037
"ANGPT4"	2154
"ANGPTL1"	7
"ANGPTL2"	4665
"ANGPTL3"	2
"ANGPTL4"	3196
"ANGPTL5"	10
"ANGPTL6"	201
"ANGPTL7"	67
"ANHX"	114
"ANK1"	109
"ANK2"	4421
"ANK3"	14338
"ANKAR"	61
"ANKDD1A"	45
"ANKDD1B"	298
"ANKEF1"	428
"ANKFN1"	127
"ANKFY1"	11093
"ANKH"	10994
"ANKHD1"	0
"ANKHD1-EIF4EBP3"	123
"ANKIB1"	11586
"ANKIB1A"	1
"ANKK1"	0
"ANKLE2"	22986
"ANKMY1"	0
"ANKMY2"	33055
"ANKRA2"	6714
"ANKRD1"	6557
"ANKRD10"	625
"ANKRD11"	45997
"ANKRD12"	18
"ANKRD13A"	12235
"ANKRD13B"	3382
"ANKRD13C"	12305
"ANKRD13D"	955
"ANKRD16"	960
"ANKRD17"	52445
"ANKRD2"	535
"ANKRD22"	748
"ANKRD23"	2223
"ANKRD26"	0
"ANKRD27"	12650
"ANKRD28"	17189
"ANKRD29"	1102
"ANKRD30B"	0
"ANKRD31"	822
"ANKRD33"	0
"ANKRD33B"	3668
"ANKRD34A"	83
"ANKRD34B"	4
"ANKRD34C"	0
"ANKRD35"	1643
"ANKRD36B"	0
"ANKRD37"	12025
"ANKRD39"	20053
"ANKRD40"	22441
"ANKRD42"	1879
"ANKRD42.L"	4
"ANKRD44"	1401
"ANKRD45"	195
"ANKRD46"	19782
"ANKRD49"	11401
"ANKRD50"	17519
"ANKRD52"	407
"ANKRD52A"	1
"ANKRD53"	19
"ANKRD54"	9176
"ANKRD55"	565
"ANKRD6"	4235
"ANKRD60"	5
"ANKRD61"	4
"ANKRD63"	1
"ANKRD65"	203
"ANKRD66"	123
"ANKRD7"	5
"ANKS1A"	15662
"ANKS1B"	190
"ANKS3"	6168
"ANKS4B"	44
"ANKS6"	10203
"ANKUB1"	41
"ANKZF1"	4978
"ANLN"	6146
"ANO10"	8028
"ANO10A"	137
"ANO1;ANO1.L"	0
"ANO2"	102
"ANO2B"	0
"ANO3"	21
"ANO4"	102
"ANO5"	289
"ANO5B"	0
"ANO6"	8224
"ANO7"	610
"ANO8"	0
"ANOS1"	5311
"ANP32A"	72236
"ANP32B"	344053
"ANP32B.L;ANP32C;ANP32C.L"	0
"ANP32C.S;ANP32D"	416
"ANP32E"	20027
"ANPEP"	352
"ANT-1.1"	28
"ANTKMT;ATPSCKMT;ATPSCKMT.S;FER2-1;FER3;FER4;FERRITIN;FRIH;FTH1.1.L;FTH1.2.L;FTH1P3;FTHL17;FTHL17-PS1;FTHL17B;FTHL17C;FTHL17D;FTHL17E;FTHL17F;FTHL18;FTHL27;FTHL28;FTHL30;FTHL31;FTMT.S;FTN-1;FTN-2;GM8749;H-1;LOC100036818;LOC100036823;LOC100136293;LOC100136294;LOC100136295;LOC100136565;LOC100194637;LOC100313596;LOC100528068;LOC100533455;LOC100778273;LOC100810000;LOC102577492;LOC102581985;LOC103191598;LOC103191600;LOC103393642;LOC103930157;LOC104919244;LOC105327516;LOC105343056;LOC105645740;LOC106433816;LOC107789800;LOC107890938;LOC107904058;LOC107931829;LOC108329281;LOC114165968;LOC542392;LOC542553;LOC547698;LOC691895;MGC53066;MGC68606;MGC75752;MGC76132;MGC76132.L;MGC79725;PFE2;SFERH-2;SFERH-3;SFERH-4;ZGC:56095"	73415
"ANTXR1"	5134
"ANTXR2"	6881
"ANTXRL"	1
"ANXA1"	14506
"ANXA1.3"	0
"ANXA11"	11776
"ANXA13"	258
"ANXA2"	85679
"ANXA2P3"	0
"ANXA3"	18204
"ANXA4"	2350
"ANXA5"	34427
"ANXA5B"	0
"ANXA6"	65325
"ANXA7"	32639
"ANXA8"	32758
"ANXA9"	6
"AOAH"	47
"AOAH-IT1"	0
"AOC1"	393
"AOPEP"	5
"AOX1"	458
"AOX2"	169
"AOX3"	387
"AOX4"	17
"AOX5"	0
"AOX6"	0
"AP-2SIGMA;AP2S1.S;APS-2;LOC100160172;LOC100281988;LOC100500054;LOC100500378;LOC103650611;LOC105208027;T2E6.6; T2E6_6"	5098
"AP-UCH;LOC100816564;LOC106124031;UCH;UCHL1.S;UCHL3.L"	11998
"AP1AR"	7095
"AP1AR.S"	1665
"AP1B1"	39484
"AP1G1"	32466
"AP1G2"	2051
"AP1M1"	196
"AP1M2;AP1M2.L"	0
"AP1S1"	16707
"AP1S2"	26639
"AP1S3"	23138
"AP22.79; AP22_79; MORF RELATED GENE 1;;MO4L1;MORF4L1-PS1;MORF4L1.S;MORF4L1B;MRG;MRG15"	28340
"AP22.85; AP22_85"	1
"AP2A1"	13113
"AP2B1"	25079
"AP2M1"	21082
"AP2S1"	81466
"AP3B1"	55358
"AP3B1.L"	0
"AP3B2"	5182
"AP3M1"	35658
"AP3M2"	5720
"AP3S1"	16747
"AP3S2"	21
"AP4B1"	2824
"AP4E1"	11017
"AP4M1"	390
"AP4S1"	6794
"AP5B1"	515
"AP5M1"	10709
"AP5S1"	5332
"AP5Z1"	3043
"APAF1"	11272
"APBA1"	328
"APBA2"	2595
"APBB1"	9541
"APBB1IP"	307
"APBB1IP.S"	72
"APBB2"	15898
"APBB3"	2787
"APC"	39713
"APC2"	22
"APCDD1"	5576
"APCDD1L"	6
"APCS"	2
"APEH"	39386
"APELA"	44243
"APEX1"	148675
"APEX2"	22789
"APEX2L1"	1
"APH1A"	4044
"APH1B"	5771
"API5"	9251
"API5.S"	2519
"APIP"	21657
"APITD1"	13126
"APLC"	1
"APLF"	15296
"APLN"	714
"APLNR"	35509
"APLP1"	1223
"APLP2"	57357
"APMAP"	24206
"APOA1"	261015
"APOA2"	27999
"APOA4"	11708
"APOA5"	863
"APOB"	41829
"APOBEC1"	2
"APOBEC2"	1099
"APOBEC3A"	6
"APOBR"	86
"APOC1"	1890
"APOC2"	223
"APOC3"	178
"APOC4"	0
"APOD"	1082
"APOE"	1076
"APOF"	679
"APOH"	23
"APOLD1"	3
"APOM"	38493
"APOO"	159
"APOO-PS;APOO.L;APOOA;APOOP5;LOC687056"	4473
"APOOL"	28232
"APOPT1"	18555
"APP"	69112
"APPBP2"	41989
"APPL1"	32085
"APPL2"	11353
"APRT"	30490
"APTR"	59
"APTX"	18816
"APTX.L"	0
"AQP-X3"	0
"AQP1"	2
"AQP10"	108
"AQP11"	1583
"AQP2"	12
"AQP3"	7055
"AQP4"	86
"AQP4-AS1"	0
"AQP5"	1086
"AQP6"	0
"AQP7"	2850
"AQP7P1"	0
"AQP8"	111
"AQP9"	74
"AQR"	43030
"AR"	358
"AR-ALPHA;AR-BETA"	0
"ARAF"	28195
"ARAP1"	2481
"ARAP2"	2142
"ARAP3"	6775
"ARC1B;ARPC1;ARPC1A.S;ARPC1B.L;ARPC1B.S;ARX-3;ZGC:86896"	10
"ARC3;ARPC3A;ARPC3B;LOC106117860;LOC751839"	1356
"ARCN1"	123675
"ARCN1A;ARCN1B;COPD;DELTACOP;LOC100283010;LOC541810;MUG13.13; MUG13_13"	333
"AREG"	343
"AREL1"	9528
"ARF1"	5794
"ARF2;LOC100192472"	2
"ARF3"	66768
"ARF3A"	0
"ARF4"	53873
"ARF5"	6086
"ARF5.L"	2
"ARF6"	19854
"ARFGAP1"	12100
"ARFGAP2"	24859
"ARFGAP2.S;ARFGAP3.L;ARFGAP3.S"	17
"ARFGAP3"	510
"ARFGEF1"	22957
"ARFGEF2"	12633
"ARFGEF3"	5662
"ARFIP1"	24017
"ARFIP2"	17519
"ARG1"	5
"ARG2"	10177
"ARG2.L"	1
"ARGFX;FBXO40"	11
"ARGLU1"	77552
"ARGLU1.S"	0
"ARHGAP1"	21702
"ARHGAP10"	18050
"ARHGAP10.S"	0
"ARHGAP11A"	30556
"ARHGAP12"	28463
"ARHGAP15"	71
"ARHGAP17"	25253
"ARHGAP18"	14006
"ARHGAP19"	14774
"ARHGAP20"	607
"ARHGAP21"	9987
"ARHGAP22"	3299
"ARHGAP23"	9955
"ARHGAP24"	1168
"ARHGAP25"	2842
"ARHGAP26"	2279
"ARHGAP26.L"	1
"ARHGAP27"	15
"ARHGAP27P1-BPTFP1-KPNA2P3;DKFZP468F174;IMA-3;IMA2;IMPA-2;IMPA-4;IMPA-5;IMPA-6;IMPA-7;KAP-ALPHA1;KAP-ALPHA3;KPNA2.L;KPNA2.S;KPNA7.L;KPNA7.S;LOC100191665;LOC100193437;LOC100273684;LOC100282153;LOC100533341;LOC102577954;LOC106346285;LOC107839722;LOC107878771;LOC732872;PEN"	5178
"ARHGAP28"	36867
"ARHGAP29"	21079
"ARHGAP30"	140
"ARHGAP31"	3810
"ARHGAP32"	8988
"ARHGAP32.L"	1
"ARHGAP33"	3233
"ARHGAP35"	32385
"ARHGAP36"	1733
"ARHGAP39"	1100
"ARHGAP4"	2141
"ARHGAP42"	13089
"ARHGAP42-AS1"	81
"ARHGAP44"	550
"ARHGAP5"	59252
"ARHGAP5-AS1"	599
"ARHGAP5.S"	19
"ARHGAP6"	1
"ARHGAP9"	1224
"ARHGDIB"	2543
"ARHGEF1"	34
"ARHGEF10"	10526
"ARHGEF10L"	5903
"ARHGEF11"	5852
"ARHGEF12"	20125
"ARHGEF15"	1091
"ARHGEF16"	4546
"ARHGEF17"	7178
"ARHGEF18"	12555
"ARHGEF19"	4045
"ARHGEF2"	23110
"ARHGEF25"	1660
"ARHGEF26"	10584
"ARHGEF28"	1681
"ARHGEF3"	2945
"ARHGEF3.2.L"	2
"ARHGEF33"	149
"ARHGEF35"	0
"ARHGEF35-AS1"	0
"ARHGEF37"	143
"ARHGEF38"	15
"ARHGEF39"	6017
